,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
612,11.0,74,6.0,86.0,overcast,1009.58,3,Spring,2.5,mountain,Rainy
613,26.0,23,3.0,13.0,clear,1014.87,5,Summer,7.5,coastal,Sunny
614,12.0,75,19.5,66.0,partly cloudy,1019.53,1,Autumn,4.5,coastal,Rainy
615,-12.0,24,3.0,50.0,partly cloudy,1016.12,3,Summer,6.5,inland,Sunny
616,32.0,60,9.0,52.0,overcast,992.85,3,Winter,4.5,coastal,Rainy
617,24.0,80,32.0,84.0,overcast,1013.59,1,Autumn,3.0,mountain,Rainy
619,36.0,33,8.5,2.0,partly cloudy,1025.96,6,Summer,9.0,coastal,Sunny
622,16.0,76,9.0,65.0,overcast,1006.24,3,Spring,2.5,coastal,Rainy
624,18.0,71,9.0,91.0,overcast,995.69,1,Spring,1.0,inland,Rainy
627,19.0,91,10.0,62.0,overcast,1004.94,2,Winter,2.0,coastal,Rainy
628,35.0,40,7.0,5.0,partly cloudy,1013.66,9,Summer,9.5,inland,Sunny
630,20.0,98,18.0,78.0,partly cloudy,1007.06,0,Autumn,2.0,coastal,Rainy
631,34.0,24,10.0,1.0,clear,1019.98,10,Summer,7.0,mountain,Sunny
632,40.0,26,9.0,19.0,clear,1023.2,6,Summer,9.0,inland,Sunny
633,33.0,80,14.0,77.0,overcast,1016.88,1,Autumn,4.5,coastal,Rainy
637,34.0,67,18.0,88.0,overcast,1018.97,1,Summer,3.5,coastal,Rainy
643,29.0,70,7.5,91.0,overcast,1019.22,2,Spring,3.0,mountain,Rainy
644,14.0,65,17.5,74.0,overcast,1004.29,2,Winter,2.0,inland,Rainy
646,21.0,90,15.0,83.0,overcast,995.43,1,Summer,1.5,mountain,Rainy
648,15.0,91,6.5,92.0,overcast,993.62,0,Spring,2.5,inland,Rainy
649,37.0,64,4.0,54.0,cloudy,941.95,6,Autumn,8.5,mountain,Sunny
651,20.0,63,20.0,55.0,overcast,1017.9,3,Summer,1.0,inland,Rainy
652,29.0,103,22.5,97.0,partly cloudy,1012.64,8,Summer,1.5,inland,Rainy
653,27.0,21,1.5,9.0,clear,1028.6,7,Autumn,6.0,inland,Sunny
655,42.0,95,16.5,105.0,clear,1017.9,6,Spring,4.0,coastal,Sunny
657,33.0,26,6.5,5.0,clear,1029.26,7,Summer,9.5,coastal,Sunny
659,10.0,77,11.5,79.0,partly cloudy,1002.35,3,Autumn,2.5,coastal,Rainy
666,11.0,87,15.5,66.0,partly cloudy,990.51,1,Winter,3.0,inland,Rainy
670,21.0,35,1.0,19.0,partly cloudy,1029.78,5,Winter,7.0,mountain,Sunny
671,14.0,90,18.0,73.0,overcast,991.27,3,Winter,2.0,inland,Rainy
672,33.0,63,4.0,15.0,clear,1022.72,7,Autumn,6.5,coastal,Sunny
673,11.0,93,10.0,63.0,partly cloudy,1007.74,3,Autumn,5.0,mountain,Rainy
674,28.0,33,7.0,33.0,cloudy,824.16,0,Summer,5.0,mountain,Sunny
677,11.0,87,19.5,84.0,overcast,1000.8,2,Spring,3.5,inland,Rainy
679,22.0,62,14.0,91.0,overcast,1019.57,3,Spring,4.0,inland,Rainy
680,27.0,50,4.5,15.0,clear,1012.86,10,Spring,8.5,mountain,Sunny
683,-11.0,69,13.0,31.0,partly cloudy,1081.28,0,Spring,5.0,inland,Sunny
684,35.0,49,3.5,13.0,partly cloudy,1016.25,5,Spring,8.0,mountain,Sunny
687,33.0,85,27.5,84.0,partly cloudy,991.68,0,Winter,6.0,coastal,Rainy
688,25.0,92,31.0,90.0,overcast,1017.26,6,Autumn,0.5,coastal,Rainy
689,25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,Sunny
690,44.0,64,9.0,15.0,partly cloudy,1025.71,5,Summer,8.5,inland,Sunny
691,31.0,63,17.0,53.0,overcast,1016.02,1,Spring,2.0,coastal,Rainy
692,26.0,84,17.0,96.0,clear,1015.9,5,Spring,13.5,mountain,Sunny
694,28.0,53,8.0,16.0,clear,1016.17,6,Summer,9.0,coastal,Sunny
696,28.0,104,21.0,109.0,partly cloudy,1008.63,0,Spring,3.0,coastal,Rainy
700,28.0,63,5.0,2.0,clear,1010.5,10,Winter,7.5,coastal,Sunny
701,39.0,69,4.5,11.0,clear,1012.36,8,Winter,7.5,coastal,Sunny
702,-13.0,52,5.5,75.0,cloudy,1066.35,14,Spring,7.5,inland,Sunny
705,38.0,22,5.0,7.0,clear,1016.55,8,Autumn,9.0,inland,Sunny
706,26.0,99,18.0,67.0,overcast,1015.24,2,Summer,3.0,inland,Rainy
709,74.0,101,18.0,76.0,partly cloudy,1010.82,6,Spring,4.0,coastal,Sunny
710,40.0,21,5.5,7.0,clear,1010.93,7,Autumn,9.0,inland,Sunny
711,35.0,42,6.0,11.0,clear,1024.48,5,Summer,7.5,coastal,Sunny
713,23.0,83,9.5,90.0,overcast,1010.97,3,Winter,3.5,inland,Rainy
718,16.0,82,27.5,81.0,overcast,995.65,3,Autumn,2.0,coastal,Rainy
721,43.0,30,5.5,7.0,clear,1028.14,5,Summer,5.5,inland,Sunny
724,28.0,72,8.0,71.0,overcast,1003.7,1,Summer,2.5,inland,Rainy
727,10.0,63,15.5,98.0,overcast,1007.79,2,Spring,1.5,inland,Rainy
729,30.0,65,10.0,67.0,overcast,1001.1,2,Spring,3.5,mountain,Rainy
734,14.0,81,18.5,79.0,partly cloudy,1005.82,1,Spring,1.5,coastal,Rainy
735,10.0,76,15.0,53.0,overcast,1001.63,0,Spring,4.5,mountain,Rainy
736,15.0,63,10.0,83.0,overcast,1016.68,0,Summer,2.5,coastal,Rainy
742,26.0,97,20.5,81.0,overcast,1005.35,12,Spring,5.5,coastal,Rainy
746,28.0,46,8.0,11.0,clear,1010.17,6,Winter,5.5,coastal,Sunny
748,12.0,82,18.0,78.0,overcast,1018.01,1,Winter,4.5,coastal,Rainy
749,32.0,93,15.0,51.0,overcast,1010.4,0,Autumn,3.0,coastal,Rainy
753,31.0,69,16.0,50.0,partly cloudy,1016.26,2,Winter,4.5,inland,Rainy
754,36.0,61,2.5,14.0,clear,1019.32,5,Winter,6.0,coastal,Sunny
763,19.0,67,12.5,98.0,partly cloudy,994.55,1,Autumn,3.0,coastal,Rainy
768,37.0,40,2.0,13.0,partly cloudy,1018.46,5,Spring,10.0,inland,Sunny
769,34.0,68,10.5,62.0,overcast,1012.09,2,Summer,2.0,coastal,Rainy
774,21.0,101,11.5,77.0,overcast,1003.65,10,Summer,1.0,inland,Rainy
775,12.0,98,19.5,61.0,partly cloudy,1004.98,1,Winter,3.5,mountain,Rainy
778,24.0,83,20.0,101.0,overcast,995.39,3,Winter,0.5,inland,Rainy
779,12.0,93,9.5,86.0,overcast,996.35,0,Spring,1.5,coastal,Rainy
781,20.0,83,11.0,70.0,overcast,1003.02,1,Spring,4.5,inland,Rainy
783,-20.0,42,10.0,42.0,cloudy,1177.21,7,Autumn,1.0,mountain,Rainy
784,38.0,48,3.5,5.0,clear,1012.26,5,Autumn,9.5,mountain,Sunny
785,27.0,107,30.5,70.0,overcast,1003.72,11,Summer,2.0,mountain,Rainy
786,25.0,64,11.5,58.0,overcast,1015.31,2,Spring,3.5,coastal,Rainy
787,25.0,67,7.5,62.0,overcast,1008.04,3,Autumn,2.0,mountain,Rainy
788,20.0,61,1.0,4.0,clear,1019.47,6,Summer,9.0,mountain,Sunny
793,14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy
794,33.0,97,18.5,82.0,overcast,1008.39,0,Winter,4.0,inland,Rainy
796,18.0,75,15.5,67.0,overcast,1015.03,0,Spring,2.0,mountain,Rainy
798,19.0,66,5.0,64.0,partly cloudy,1012.05,0,Autumn,1.0,inland,Rainy
801,59.0,95,10.5,74.0,overcast,1016.59,6,Summer,3.5,coastal,Rainy
802,34.0,68,13.0,62.0,overcast,997.87,1,Summer,2.5,coastal,Rainy
803,41.0,69,10.0,27.0,cloudy,921.64,3,Autumn,1.5,mountain,Rainy
807,35.0,38,1.0,86.0,overcast,870.6,11,Summer,5.5,mountain,Sunny
808,37.0,25,9.5,6.0,partly cloudy,1028.14,6,Spring,9.0,inland,Sunny
809,18.0,70,9.0,92.0,overcast,1009.71,3,Spring,2.0,coastal,Rainy
810,23.0,21,0.0,16.0,clear,1025.67,6,Autumn,9.0,inland,Sunny
811,38.0,74,11.5,35.0,cloudy,940.77,12,Spring,11.5,inland,Rainy
812,27.0,52,5.5,12.0,clear,1026.19,11,Summer,9.5,mountain,Sunny
813,31.0,60,7.0,81.0,partly cloudy,997.83,1,Winter,3.5,coastal,Rainy
815,34.0,62,13.5,60.0,overcast,1013.58,2,Spring,3.5,inland,Rainy
816,17.0,73,17.5,93.0,overcast,1003.31,1,Winter,3.0,coastal,Rainy
818,13.0,85,9.5,71.0,partly cloudy,1013.06,0,Summer,1.5,inland,Rainy
821,30.0,90,13.0,63.0,partly cloudy,1019.57,1,Spring,3.0,coastal,Rainy
822,34.0,20,4.5,36.0,cloudy,966.37,6,Summer,16.0,mountain,Rainy
824,20.0,69,7.0,82.0,overcast,1010.36,1,Autumn,2.0,mountain,Rainy
825,25.0,93,11.5,96.0,partly cloudy,1003.56,3,Summer,2.5,mountain,Rainy
828,28.0,35,1.5,73.0,cloudy,918.45,0,Summer,10.5,mountain,Sunny
829,31.0,68,13.5,82.0,overcast,1019.94,3,Spring,2.0,inland,Rainy
830,18.0,67,15.0,73.0,partly cloudy,1005.72,0,Autumn,4.5,inland,Rainy
832,16.0,80,9.0,85.0,partly cloudy,1016.83,6,Spring,8.0,coastal,Sunny
836,39.0,36,0.5,13.0,partly cloudy,1012.36,5,Spring,5.5,inland,Sunny
837,31.0,97,19.5,50.0,overcast,1018.59,3,Autumn,5.0,coastal,Rainy
839,28.0,39,1.5,0.0,clear,1010.35,8,Spring,6.0,mountain,Sunny
842,15.0,87,5.0,68.0,partly cloudy,1013.81,2,Spring,5.0,inland,Rainy
845,33.0,80,9.5,53.0,overcast,994.51,2,Autumn,3.5,mountain,Rainy
846,27.0,66,4.0,1.0,clear,1022.64,9,Summer,7.5,inland,Sunny
847,36.0,81,8.0,97.0,clear,1014.11,10,Spring,9.5,coastal,Sunny
849,17.0,94,12.5,79.0,overcast,1015.11,3,Winter,2.0,mountain,Rainy
850,31.0,91,29.5,104.0,overcast,995.61,8,Summer,4.5,inland,Rainy
852,29.0,30,6.0,12.0,clear,1012.61,10,Winter,8.5,mountain,Sunny
854,24.0,41,3.0,11.0,clear,1020.28,7,Autumn,7.0,coastal,Sunny
855,20.0,32,5.0,2.0,partly cloudy,1019.85,8,Winter,5.0,mountain,Sunny
856,35.0,55,9.0,9.0,partly cloudy,1012.58,9,Summer,8.0,inland,Sunny
865,41.0,56,4.5,6.0,partly cloudy,1018.48,8,Autumn,9.0,mountain,Sunny
868,57.0,103,11.0,71.0,partly cloudy,1007.55,1,Summer,1.0,coastal,Rainy
869,24.0,94,19.5,58.0,overcast,1003.36,0,Spring,2.5,inland,Rainy
871,28.0,37,7.0,16.0,partly cloudy,1021.88,6,Spring,5.0,mountain,Sunny
873,28.0,67,3.0,18.0,clear,1017.89,10,Winter,7.5,inland,Sunny
875,42.0,85,37.0,100.0,overcast,1007.39,11,Summer,2.5,mountain,Rainy
876,36.0,21,6.5,6.0,clear,1021.77,8,Spring,5.0,mountain,Sunny
880,20.0,29,4.5,5.0,clear,1010.43,6,Winter,6.0,mountain,Sunny
881,91.0,106,2.5,92.0,partly cloudy,1022.18,6,Winter,5.0,mountain,Sunny
883,47.0,106,5.5,104.0,clear,1027.75,12,Autumn,4.0,coastal,Sunny
884,17.0,65,7.0,64.0,partly cloudy,1004.05,0,Spring,4.0,mountain,Rainy
886,82.0,74,19.5,81.0,partly cloudy,1022.21,10,Spring,9.0,coastal,Sunny
887,10.0,20,9.0,60.0,partly cloudy,827.37,7,Spring,4.5,inland,Rainy
888,42.0,62,8.5,13.0,clear,1026.68,5,Summer,10.0,coastal,Sunny
890,41.0,53,2.5,1.0,clear,1015.42,9,Spring,7.5,coastal,Sunny
894,49.0,34,3.0,64.0,overcast,1118.38,9,Autumn,5.0,coastal,Sunny
895,37.0,36,8.5,0.0,clear,1026.5,6,Autumn,6.5,inland,Sunny
896,26.0,24,3.0,17.0,clear,1010.01,6,Summer,5.5,coastal,Sunny
897,24.0,63,8.5,67.0,overcast,990.04,3,Autumn,4.5,coastal,Rainy
898,66.0,83,18.0,92.0,partly cloudy,999.46,14,Winter,3.0,coastal,Rainy
900,26.0,51,4.5,46.0,overcast,903.58,2,Summer,0.5,mountain,Sunny
901,25.0,23,0.5,1.0,clear,1026.46,10,Summer,7.0,coastal,Sunny
903,30.0,38,5.0,2.0,clear,1018.18,5,Summer,9.5,mountain,Sunny
904,22.0,72,12.0,69.0,overcast,1018.8,1,Spring,2.5,coastal,Rainy
907,24.0,88,44.5,76.0,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
908,20.0,67,7.0,6.0,clear,1025.47,5,Spring,5.5,inland,Sunny
912,32.0,49,2.5,9.0,clear,1012.59,7,Summer,5.0,inland,Sunny
913,11.0,80,7.5,86.0,overcast,1006.4,0,Winter,1.5,inland,Rainy
921,29.0,67,1.5,5.0,clear,1024.29,5,Summer,8.0,coastal,Sunny
922,23.0,70,12.5,106.0,overcast,997.59,0,Winter,2.5,mountain,Rainy
926,31.0,92,4.0,99.0,partly cloudy,1010.9,14,Autumn,4.5,coastal,Sunny
927,44.0,105,3.0,86.0,clear,1015.64,9,Winter,7.5,mountain,Sunny
928,33.0,85,16.0,58.0,overcast,1004.52,2,Spring,2.0,mountain,Rainy
929,37.0,77,16.0,75.0,clear,1018.29,3,Winter,5.5,mountain,Sunny
934,24.0,71,12.0,59.0,overcast,1004.05,2,Winter,1.0,coastal,Rainy
937,41.0,36,8.5,3.0,clear,1029.51,8,Spring,6.5,coastal,Sunny
938,36.0,58,8.0,1.0,clear,1015.16,9,Autumn,8.5,mountain,Sunny
939,40.0,40,8.0,1.0,clear,1013.26,11,Summer,5.5,coastal,Sunny
940,7.0,76,17.5,106.0,overcast,1019.09,2,Autumn,5.5,coastal,Rainy
941,11.0,61,11.5,99.0,overcast,994.58,1,Summer,4.0,mountain,Rainy
943,22.0,53,3.0,16.0,partly cloudy,1023.32,6,Winter,7.5,coastal,Sunny
944,30.0,98,10.0,59.0,partly cloudy,998.56,3,Autumn,3.0,inland,Rainy
945,25.0,32,8.5,82.0,partly cloudy,961.73,12,Summer,15.0,coastal,Sunny
946,15.0,78,16.0,105.0,overcast,993.73,10,Autumn,0.5,inland,Rainy
948,13.0,67,9.0,51.0,overcast,1008.38,2,Spring,3.5,coastal,Rainy
951,22.0,46,2.0,12.0,partly cloudy,1019.55,6,Winter,9.5,mountain,Sunny
952,31.0,97,20.0,54.0,overcast,1003.01,1,Spring,4.5,mountain,Rainy
953,16.0,61,13.0,80.0,overcast,995.72,3,Winter,5.0,coastal,Rainy
955,17.0,96,12.0,66.0,overcast,1008.91,0,Spring,3.5,mountain,Rainy
956,34.0,63,19.0,61.0,overcast,1001.99,3,Autumn,3.0,inland,Rainy
960,35.0,68,3.5,69.0,overcast,1121.27,8,Autumn,18.0,inland,Rainy
961,21.0,65,5.0,7.0,clear,1017.57,9,Winter,7.0,mountain,Sunny
962,20.0,99,15.0,98.0,overcast,994.3,2,Autumn,2.5,inland,Rainy
963,25.0,62,6.0,8.0,clear,1020.8,10,Autumn,9.5,inland,Sunny
964,22.0,65,6.0,6.0,clear,1010.58,5,Spring,5.5,coastal,Sunny
966,19.0,69,11.0,86.0,overcast,1013.98,1,Summer,1.5,coastal,Rainy
967,23.0,61,10.0,72.0,partly cloudy,999.82,3,Winter,4.5,mountain,Rainy
969,15.0,99,20.0,76.0,overcast,999.95,4,Winter,1.5,coastal,Rainy
971,36.0,57,4.5,11.0,partly cloudy,1015.75,7,Spring,6.0,mountain,Sunny
972,29.0,65,18.0,91.0,partly cloudy,1010.71,0,Winter,5.0,coastal,Rainy
974,-10.0,72,9.5,89.0,overcast,829.83,0,Spring,8.0,mountain,Rainy
975,26.0,61,13.5,73.0,partly cloudy,995.23,2,Autumn,2.0,inland,Rainy
976,30.0,45,6.0,9.0,clear,1012.48,7,Summer,8.0,mountain,Sunny
978,30.0,48,7.0,18.0,clear,1010.23,9,Summer,10.0,coastal,Sunny
979,24.0,83,15.5,89.0,overcast,1017.03,1,Summer,3.5,mountain,Rainy
981,33.0,99,16.5,89.0,overcast,1015.58,2,Autumn,4.5,mountain,Rainy
982,31.0,61,6.5,14.0,partly cloudy,1013.57,8,Summer,8.5,coastal,Sunny
984,29.0,48,7.0,18.0,clear,1019.97,5,Spring,10.0,mountain,Sunny
986,34.0,84,12.0,84.0,overcast,995.23,3,Summer,4.0,mountain,Rainy
987,12.0,79,15.0,71.0,overcast,1012.93,2,Spring,1.5,coastal,Rainy
988,43.0,41,9.5,13.0,clear,1022.24,9,Summer,6.0,coastal,Sunny
993,31.0,77,19.5,93.0,partly cloudy,1027.33,12,Winter,4.5,coastal,Sunny
996,34.0,55,6.5,19.0,partly cloudy,1018.38,5,Autumn,7.5,inland,Sunny
997,28.0,91,8.5,86.0,clear,1029.24,6,Autumn,5.5,mountain,Sunny
1001,34.0,85,20.0,70.0,partly cloudy,997.52,1,Spring,1.5,inland,Rainy
1003,36.0,32,1.5,19.0,partly cloudy,1013.5,11,Summer,9.0,mountain,Sunny
1008,26.0,49,9.0,10.0,clear,1021.08,9,Autumn,7.0,coastal,Sunny
1009,22.0,86,12.0,65.0,partly cloudy,999.86,1,Summer,3.5,mountain,Rainy
1011,55.0,78,3.0,91.0,clear,1029.67,2,Autumn,3.0,inland,Sunny
1012,26.0,63,12.5,82.0,overcast,991.38,0,Autumn,2.0,inland,Rainy
1014,46.0,76,28.5,108.0,overcast,1000.36,4,Autumn,2.5,mountain,Rainy
1017,21.0,80,13.5,59.0,overcast,998.35,0,Spring,4.5,coastal,Rainy
1018,48.0,91,32.0,85.0,overcast,1008.97,2,Autumn,2.5,inland,Rainy
1023,20.0,61,18.0,58.0,overcast,1018.79,1,Summer,4.5,coastal,Rainy
1024,53.0,108,7.5,73.0,clear,1023.18,13,Winter,6.5,mountain,Sunny
1026,32.0,24,4.5,19.0,clear,1012.66,5,Spring,8.5,inland,Sunny
1027,21.0,23,9.0,71.0,partly cloudy,1112.88,11,Summer,2.0,inland,Rainy
1030,19.0,86,9.0,97.0,partly cloudy,995.9,1,Winter,1.5,inland,Rainy
1038,26.0,88,7.5,92.0,overcast,992.28,1,Spring,4.0,coastal,Rainy
1039,0.0,46,8.0,45.0,overcast,1080.2,9,Spring,3.5,coastal,Sunny
1041,36.0,58,6.5,13.0,clear,1011.95,9,Autumn,8.5,inland,Sunny
1043,17.0,79,17.5,90.0,partly cloudy,994.97,2,Summer,2.0,inland,Rainy
1045,33.0,46,2.5,11.0,partly cloudy,1021.87,6,Autumn,6.0,mountain,Sunny
1046,14.0,82,5.0,85.0,partly cloudy,1003.88,1,Spring,1.5,inland,Rainy
1047,33.0,78,12.5,55.0,overcast,1009.8,1,Summer,4.5,coastal,Rainy
1049,30.0,82,12.0,68.0,overcast,1000.06,1,Spring,3.5,inland,Rainy
1051,11.0,35,11.5,89.0,partly cloudy,954.53,14,Autumn,18.5,inland,Sunny
1052,16.0,70,14.0,57.0,overcast,1015.77,0,Summer,4.5,coastal,Rainy
1054,21.0,21,6.5,9.0,clear,1016.22,11,Autumn,8.5,inland,Sunny
1055,42.0,45,3.5,3.0,clear,1017.33,8,Spring,7.5,coastal,Sunny
1059,28.0,70,10.0,76.0,overcast,1011.27,1,Summer,2.5,inland,Rainy
1061,33.0,74,5.5,93.0,overcast,993.4,1,Autumn,4.5,mountain,Rainy
1063,30.0,88,12.0,84.0,overcast,1006.2,1,Autumn,2.0,coastal,Rainy
1064,28.0,36,4.0,5.0,partly cloudy,1021.31,11,Spring,6.0,mountain,Sunny
1065,43.0,92,14.0,72.0,clear,1027.92,10,Summer,4.5,inland,Sunny
1068,31.0,53,7.5,5.0,clear,1023.5,10,Autumn,9.5,inland,Sunny
1072,33.0,30,4.5,10.0,clear,1025.84,5,Winter,5.5,mountain,Sunny
1074,28.0,72,6.0,65.0,partly cloudy,1013.91,3,Summer,3.0,coastal,Rainy
1075,23.0,78,17.5,54.0,overcast,990.24,2,Summer,4.0,mountain,Rainy
1076,31.0,94,16.5,65.0,overcast,1006.65,3,Spring,5.0,mountain,Rainy
1077,40.0,27,4.0,6.0,clear,1015.34,7,Winter,8.5,coastal,Sunny
1078,18.0,62,12.0,87.0,overcast,1016.92,2,Autumn,5.0,coastal,Rainy
1079,32.0,69,6.0,13.0,partly cloudy,1017.58,5,Winter,6.5,coastal,Sunny
1080,22.0,91,5.0,68.0,partly cloudy,990.91,1,Winter,1.5,inland,Rainy
1081,35.0,25,7.5,14.0,partly cloudy,1022.54,5,Summer,5.0,inland,Sunny
1089,23.0,49,5.5,9.0,clear,1011.81,9,Autumn,8.0,inland,Sunny
1090,33.0,58,6.5,1.0,clear,1026.56,8,Summer,5.5,mountain,Sunny
1092,24.0,27,9.0,12.0,clear,1028.62,9,Autumn,5.0,mountain,Sunny
1093,11.0,68,8.0,73.0,overcast,995.42,3,Winter,2.5,coastal,Rainy
1095,30.0,81,11.0,97.0,overcast,1018.76,1,Autumn,3.0,inland,Rainy
1099,16.0,82,5.5,82.0,partly cloudy,1012.96,1,Winter,1.5,inland,Rainy
1100,22.0,74,16.0,82.0,overcast,994.28,2,Summer,4.5,mountain,Rainy
1101,31.0,99,9.5,93.0,overcast,1018.47,3,Winter,3.5,coastal,Rainy
1102,29.0,63,8.5,9.0,clear,1018.05,9,Spring,7.0,coastal,Sunny
1103,48.0,47,1.5,97.0,overcast,932.54,4,Spring,17.0,coastal,Sunny
1104,36.0,60,7.0,9.0,clear,1012.51,8,Autumn,5.5,mountain,Sunny
1105,39.0,68,5.5,2.0,clear,1013.68,11,Winter,9.5,coastal,Sunny
1107,25.0,26,13.0,93.0,overcast,955.32,8,Autumn,6.5,mountain,Sunny
1109,41.0,53,3.5,15.0,clear,1027.23,6,Winter,9.5,coastal,Sunny
1111,22.0,49,0.0,10.0,clear,1023.31,10,Summer,6.5,inland,Sunny
1116,47.0,105,19.0,76.0,clear,1021.14,0,Autumn,9.5,mountain,Sunny
1120,28.0,87,7.5,77.0,overcast,999.7,2,Spring,4.0,mountain,Rainy
1124,28.0,44,1.0,9.0,clear,1015.33,9,Spring,6.5,inland,Sunny
1126,12.0,89,19.0,98.0,overcast,991.74,0,Winter,4.5,coastal,Rainy
1128,25.0,81,8.5,53.0,overcast,1012.74,3,Summer,1.0,inland,Rainy
1132,12.0,76,16.0,80.0,overcast,1001.06,2,Winter,1.5,coastal,Rainy
1135,25.0,78,9.5,91.0,overcast,990.37,0,Winter,3.5,inland,Rainy
1136,21.0,66,0.5,74.0,overcast,927.33,13,Summer,19.0,inland,Sunny
1138,25.0,24,7.5,6.0,clear,1021.55,10,Summer,6.5,mountain,Sunny
1143,34.0,74,0.0,87.0,overcast,1156.05,4,Autumn,14.5,mountain,Rainy
1144,33.0,96,12.0,104.0,overcast,999.8,13,Autumn,1.5,mountain,Rainy
1145,35.0,62,9.0,11.0,clear,1027.05,10,Autumn,8.0,mountain,Sunny
1147,33.0,67,2.5,13.0,clear,1024.45,10,Autumn,5.5,inland,Sunny
1150,32.0,66,14.0,90.0,overcast,990.8,1,Autumn,1.5,coastal,Rainy
1152,38.0,32,2.0,18.0,partly cloudy,1014.43,11,Summer,5.5,inland,Sunny
1155,15.0,62,14.5,81.0,partly cloudy,1006.97,3,Winter,4.0,inland,Rainy
1157,41.0,73,6.5,96.0,partly cloudy,1015.62,10,Autumn,4.0,coastal,Sunny
1159,42.0,21,1.0,4.0,clear,1028.97,11,Winter,5.5,coastal,Sunny
1161,33.0,56,6.5,1.0,clear,1029.19,9,Spring,9.0,mountain,Sunny
1162,19.0,73,3.0,81.0,cloudy,877.77,0,Winter,1.0,coastal,Sunny
1164,12.0,96,5.5,84.0,overcast,1010.32,3,Autumn,4.5,coastal,Rainy
1165,11.0,73,5.5,65.0,overcast,1015.14,2,Winter,1.0,coastal,Rainy
1166,23.0,62,8.0,91.0,overcast,1004.57,2,Summer,5.0,mountain,Rainy
1167,57.0,81,27.5,82.0,overcast,1011.1,10,Winter,2.5,coastal,Rainy
1169,38.0,37,5.0,2.0,partly cloudy,1026.16,8,Summer,7.0,inland,Sunny
1171,44.0,67,1.5,8.0,partly cloudy,1021.24,9,Autumn,9.0,coastal,Sunny
1172,20.0,61,2.5,2.0,partly cloudy,1029.84,6,Winter,5.0,coastal,Sunny
1174,24.0,51,1.0,11.0,clear,1016.66,11,Spring,6.0,inland,Sunny
1175,11.0,99,17.5,56.0,overcast,994.66,0,Summer,4.5,inland,Rainy
1176,9.0,57,1.5,33.0,cloudy,1076.91,10,Winter,16.0,coastal,Rainy
1178,41.0,20,6.5,3.0,partly cloudy,1024.98,10,Spring,10.0,inland,Sunny
1180,15.0,72,35.5,99.0,overcast,1012.96,1,Autumn,5.0,inland,Rainy
1182,21.0,32,2.5,3.0,clear,1026.93,6,Spring,5.5,mountain,Sunny
1183,28.0,26,8.0,15.0,partly cloudy,1025.25,11,Summer,6.5,coastal,Sunny
1185,23.0,54,5.0,19.0,clear,1023.24,10,Autumn,6.5,mountain,Sunny
1187,28.0,65,0.5,16.0,partly cloudy,1027.22,11,Autumn,8.0,inland,Sunny
1190,-11.0,37,10.0,82.0,overcast,898.18,5,Spring,17.0,inland,Rainy
1197,25.0,47,5.0,10.0,clear,1026.95,6,Winter,10.0,coastal,Sunny
1198,14.0,90,5.5,73.0,overcast,1018.61,3,Winter,5.0,coastal,Rainy
1199,-16.0,25,12.0,92.0,cloudy,846.18,6,Winter,13.5,mountain,Rainy
1202,24.0,67,9.5,14.0,clear,1013.7,9,Summer,7.0,coastal,Sunny
1204,57.0,109,13.5,109.0,overcast,999.4,4,Summer,4.0,inland,Rainy
1206,76.0,82,14.0,106.0,clear,1023.29,12,Winter,8.0,coastal,Sunny
1207,77.0,101,11.0,95.0,partly cloudy,1024.51,2,Winter,7.5,coastal,Sunny
1209,33.0,36,5.0,9.0,partly cloudy,1019.54,9,Spring,5.5,inland,Sunny
1212,17.0,68,17.0,58.0,partly cloudy,994.11,0,Winter,4.0,coastal,Rainy
1214,40.0,33,10.0,0.0,partly cloudy,1012.92,9,Spring,9.0,coastal,Sunny
1216,24.0,49,2.0,2.0,clear,1014.9,8,Spring,8.0,inland,Sunny
1217,14.0,94,11.0,63.0,overcast,1000.9,2,Winter,4.0,inland,Rainy
1218,37.0,86,9.0,93.0,clear,1017.87,6,Summer,6.0,mountain,Sunny
1219,22.0,86,17.0,65.0,overcast,1018.21,0,Winter,1.0,coastal,Rainy
1222,30.0,48,1.5,16.0,partly cloudy,1023.73,11,Autumn,5.5,inland,Sunny
1223,42.0,21,7.0,14.0,clear,1015.04,9,Summer,6.0,inland,Sunny
1225,23.0,96,12.0,75.0,overcast,998.31,2,Winter,2.0,inland,Rainy
1229,23.0,31,7.5,0.0,clear,1015.02,10,Spring,7.0,coastal,Sunny
1231,-4.0,38,11.0,77.0,partly cloudy,1111.95,3,Winter,17.0,inland,Sunny
1232,32.0,41,3.5,9.0,clear,1016.91,8,Autumn,9.0,coastal,Sunny
1233,34.0,53,2.5,19.0,clear,1027.71,10,Winter,8.5,mountain,Sunny
1235,16.0,71,19.0,70.0,overcast,1008.4,2,Summer,2.5,mountain,Rainy
1240,26.0,77,15.5,69.0,partly cloudy,1003.71,3,Spring,2.5,coastal,Rainy
